,index,tconst,primaryTitle,averageRating,numVotes,startYear,first,second,third,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western,groupe
5571,5572,tt0291832,Crackerjack,6.7,3083,2002,Comedy,Sport,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
5572,5573,tt0291855,Devasuram,8.7,6102,1993,Action,Drama,Thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
5573,5574,tt0291883,Ek Ladka Ek Ladki,5.8,1286,1992,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
5574,5575,tt0291905,Do Fish Do It?,6.8,1193,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5575,5576,tt0291988,Intimate Stories,7.4,5335,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5576,5577,tt0292066,Lan Yu,7.1,2899,2001,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5577,5578,tt0292242,Solino,7.3,5669,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5578,5579,tt0292246,Spadikam,8.6,6204,1995,Action,Drama,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5579,5580,tt0292332,Vietnam Colony,7.8,1443,1992,Action,Comedy,Drama,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5580,5581,tt0292432,Absolute Hundred,7.5,3597,2001,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5581,5582,tt0292490,Dil Chahta Hai,8.1,74663,2001,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5582,5583,tt0292506,The Recruit,6.6,140437,2003,Action,Thriller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5583,5584,tt0292542,Son of the Bride,7.8,16245,2001,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5584,5585,tt0292610,No Good Deed,5.4,7722,2002,Crime,Drama,Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5585,5586,tt0292644,The Rules of Attraction,6.6,52808,2002,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5586,5587,tt0292720,Chaos and Desire,6.8,1013,2002,Comedy,Drama,Mystery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
5587,5588,tt0292886,Eight Hundred Bullets,6.3,4657,2002,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5588,5589,tt0292963,Before the Devil Knows You're Dead,7.3,108839,2007,Crime,Drama,Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
5589,5590,tt0293007,Carandiru,7.5,21260,2003,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5590,5591,tt0293069,Dark Blood,6.3,1403,2012,Thriller,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
5591,5592,tt0293088,Devil's Playground,7.0,2685,2002,Documentary,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5592,5593,tt0293113,Dracula: Pages from a Virgin's Diary,6.9,2208,2002,Drama,Horror,Musical,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
5593,5594,tt0293116,Jet Lag,6.1,6057,2002,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5594,5595,tt0293124,Erkan & Stefan gegen die Mächte der Finsternis,4.2,1324,2002,Adventure,Comedy,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5595,5596,tt0293176,Get Well Soon,5.1,1228,2001,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5596,5597,tt0293191,Warriors,6.3,1190,2002,Action,Adventure,Drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5597,5598,tt0293342,Lajja,6.6,2856,2001,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5598,5599,tt0293357,Local Boys,6.5,1009,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5599,5600,tt0293416,Metropolis,7.2,22244,2001,Adventure,Animation,Drama,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5600,5601,tt0293429,Mortal Kombat,6.1,185269,2021,Action,Adventure,Fantasy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
5601,5602,tt0293478,St. John's Wort,4.6,1041,2001,Horror,Mystery,Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9
5602,5603,tt0293508,The Phantom of the Opera,7.2,128151,2004,Drama,Musical,Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5603,5604,tt0293564,Rush Hour 3,6.2,179018,2007,Action,Comedy,Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
5604,5605,tt0293660,The Touch,4.6,1745,2002,Action,Adventure,Romance,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5605,5606,tt0293662,The Transporter,6.8,315464,2002,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5606,5607,tt0293664,Treed Murray,7.2,1572,2001,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5607,5608,tt0293715,My Sassy Girl,8.0,49802,2001,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5608,5609,tt0293815,Friday After Next,5.8,29325,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5609,5610,tt0293832,Hansel & Gretel,4.4,1507,2002,Comedy,Family,Fantasy,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5610,5611,tt0293901,Poranek kojota,6.7,3924,2001,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5611,5612,tt0294252,2009: Lost Memories,6.1,3408,2002,Action,Drama,Sci-Fi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
5612,5613,tt0294264,Aalavandhan,7.2,2797,2001,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5613,5614,tt0294357,Beyond Borders,6.4,28849,2003,Adventure,Drama,Romance,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5614,5615,tt0294594,The Gathering,5.6,8463,2002,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
5615,5616,tt0294662,Kaante,6.6,5308,2002,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5616,5617,tt0294725,Me and Morrison,4.9,1911,2001,Crime,Romance,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5617,5618,tt0294870,Rent,6.8,55231,2005,Drama,Musical,Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
5618,5619,tt0294939,The Bomber,4.9,2086,2001,Crime,Drama,Mystery,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
5619,5620,tt0295001,Vaya con Dios,6.9,1043,2002,Comedy,Music,Romance,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,9
5620,5621,tt0295178,Austin Powers in Goldmember,6.2,218890,2002,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5621,5622,tt0295192,One Fine Spring Day,7.0,1777,2001,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5622,5623,tt0295238,Personal Velocity,6.5,3834,2002,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5623,5624,tt0295254,Feardotcom,3.4,22374,2002,Crime,Horror,Thriller,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
5624,5625,tt0295289,A Guy Thing,5.6,18024,2003,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5625,5626,tt0295297,Harry Potter and the Chamber of Secrets,7.4,670494,2002,Adventure,Family,Fantasy,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5626,5627,tt0295303,Heartlands,6.8,1280,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5627,5628,tt0295362,Chaos,6.6,1528,2000,Crime,Mystery,Thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9
5628,5629,tt0295368,Guns & Talks,6.8,1891,2001,Action,Comedy,Drama,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5629,5630,tt0295375,More Ants in the Pants,4.6,3216,2002,Comedy,Fantasy,Romance,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5630,5631,tt0295427,The Master of Disguise,3.3,26650,2002,Adventure,Comedy,Family,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5631,5632,tt0295473,Merry Christmas,4.5,1071,2001,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5632,5633,tt0295552,Rare Birds,6.3,1740,2001,Comedy,Drama,Mystery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
5633,5634,tt0295578,Running Out of Time 2,5.8,1518,2001,Crime,Mystery,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
5634,5635,tt0295671,One Man Up,7.2,3039,2001,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5635,5636,tt0295682,The Warrior,6.7,2735,2001,Adventure,Drama,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5636,5637,tt0295700,Wrong Turn,6.1,128206,2003,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
5637,5638,tt0295701,xXx,5.8,184514,2002,Action,Adventure,Thriller,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5638,5639,tt0295721,Taxi 3,5.8,44769,2003,Action,Comedy,Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5639,5640,tt0295725,Time Changer,5.2,2758,2002,Drama,Fantasy,Sci-Fi,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,9
5640,5641,tt0295736,Shooting Stars,4.4,1169,2002,Comedy,Sport,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
5641,5642,tt0295743,Friday Night,6.7,2109,2002,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5642,5643,tt0295876,Beneath Clouds,7.0,1164,2002,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5643,5644,tt0296042,Ichi the Killer,7.0,58916,2001,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5644,5645,tt0296144,The Best Day of My Life,6.9,1003,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5645,5646,tt0296166,Real Women Have Curves,6.9,8006,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5646,5647,tt0296492,Crocodile,6.6,1824,1996,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5647,5648,tt0296572,The Chronicles of Riddick,6.6,238329,2004,Action,Adventure,Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
5648,5649,tt0296574,Company,8.0,15948,2002,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5649,5650,tt0296658,Take Care of My Cat,7.1,2547,2001,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5650,5651,tt0296696,My Wife Is a Gangster,6.3,3452,2001,Action,Comedy,Crime,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5651,5652,tt0296711,Kiss the Bride,5.3,1242,2002,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5652,5653,tt0296712,A Death Sentence,6.0,1193,2002,Action,Adventure,Family,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5653,5654,tt0296845,Little Secrets,6.4,3391,2001,Comedy,Drama,Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5654,5655,tt0296915,Valentin,7.5,4439,2002,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5655,5656,tt0297037,Brown Sugar,6.5,10029,2002,Comedy,Drama,Music,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
5656,5657,tt0297144,Ghosts of the Abyss,6.8,6268,2003,Documentary,Family,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5657,5658,tt0297162,Half Past Dead,4.6,16473,2002,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5658,5659,tt0297181,I Spy,5.4,52843,2002,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5659,5660,tt0297213,The Rage,7.2,1137,2002,Action,Drama,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5660,5661,tt0297234,The Reunion,5.6,2026,2002,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5661,5662,tt0297241,Kyo Kii... Main Jhuth Nahin Bolta,5.4,2447,2001,Action,Comedy,Drama,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5662,5663,tt0297247,Labyrinth,7.0,2279,2002,Adventure,Mystery,Thriller,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9
5663,5664,tt0297284,Mindhunters,6.3,63183,2004,Crime,Horror,Thriller,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
5664,5665,tt0297389,Poster Boy,6.0,1429,2004,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5665,5666,tt0297721,All About Lily Chou-Chou,7.5,10471,2001,Crime,Drama,Music,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
5666,5667,tt0297722,Everyone Loves Alice,5.7,1058,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5667,5668,tt0297741,Argo,7.0,4025,2004,Action,Comedy,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5668,5669,tt0297753,Kaena: The Prophecy,6.0,4134,2003,Adventure,Animation,Family,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5669,5670,tt0297780,Beyond the Limits,4.7,1190,2003,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9
5670,5671,tt0297884,Far from Heaven,7.3,48291,2002,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5671,5672,tt0298082,"Not for, or Against (Quite the Contrary)",6.4,1916,2003,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5672,5673,tt0298130,The Ring,7.1,366687,2002,Horror,Mystery,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9
5673,5674,tt0298131,Rosenstrasse,6.7,2512,2003,Drama,War,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9
5674,5675,tt0298148,Shrek 2,7.3,490950,2004,Adventure,Animation,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5675,5676,tt0298203,8 Mile,7.2,310475,2002,Drama,Music,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
5676,5677,tt0298228,Whale Rider,7.5,43606,2002,Drama,Family,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5677,5678,tt0298296,Derailed,3.9,8383,2002,Action,Thriller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5678,5679,tt0298337,Free Jimmy,5.9,6885,2006,Animation,Comedy,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5679,5680,tt0298351,The Guy in the Grave Next Door,5.6,3185,2002,Romance,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5680,5681,tt0298388,Jonah: A VeggieTales Movie,6.4,4439,2002,Adventure,Animation,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5681,5682,tt0298408,Laurel Canyon,6.4,17312,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5682,5683,tt0298482,Nothing,6.1,6080,2003,Comedy,Fantasy,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5683,5684,tt0298491,The Invisible,6.4,3261,2002,Drama,Fantasy,Thriller,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5684,5685,tt0298504,Undertaking Betty,6.5,5073,2002,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5685,5686,tt0298514,Ravanaprabhu,7.1,1533,2001,Action,Drama,Romance,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5686,5687,tt0298744,Auto Focus,6.6,14668,2002,Biography,Crime,Drama,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5687,5688,tt0298780,"Big Man, Little Love",7.6,1785,2001,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5688,5689,tt0298786,Caramuru: The Invention of Brazil,6.5,1490,2001,Comedy,Fantasy,Romance,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5689,5690,tt0298798,Cherish,6.6,2905,2002,Comedy,Drama,Mystery,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
5690,5691,tt0298814,The Core,5.5,105609,2003,Action,Adventure,Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
5691,5692,tt0298845,In America,7.7,43944,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5692,5693,tt0298856,Evelyn,7.0,7008,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5693,5694,tt0298954,Crying... Silicon Tears,7.5,3146,2001,Comedy,Musical,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
5694,5695,tt0299108,Rehnaa Hai Terre Dil Mein,7.5,8875,2001,Comedy,Drama,Musical,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
5695,5696,tt0299117,Roger Dodger,6.9,17802,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5696,5697,tt0299172,Home on the Range,5.4,25095,2004,Adventure,Animation,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5697,5698,tt0299213,Waterboys,7.1,3018,2001,Comedy,Sport,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
5698,5699,tt0299458,All the Real Girls,6.7,10959,2003,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5699,5700,tt0299478,Saraband,7.5,8358,2003,Drama,Music,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9
5700,5701,tt0299502,A Madonna in Laleli,6.9,3601,1999,Crime,Drama,Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
5701,5702,tt0299556,Bloody Mallory,4.4,1229,2002,Action,Comedy,Horror,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
5702,5703,tt0299594,Brief Crossing,6.8,1894,2001,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5703,5704,tt0299658,Chicago,7.2,238604,2002,Comedy,Crime,Musical,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9
5704,5705,tt0299854,The Escapist,6.1,1708,2002,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5705,5706,tt0299873,Fausto 5.0,6.2,1540,2001,Drama,Fantasy,Horror,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9
5706,5707,tt0299930,Gigli,2.6,50275,2003,Comedy,Crime,Romance,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5707,5708,tt0299937,Go,7.4,2948,2001,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5708,5709,tt0299977,Hero,7.9,185766,2002,Action,Adventure,Drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5709,5710,tt0300015,I Capture the Castle,6.8,7859,2003,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9
5710,5711,tt0300028,Indian,5.4,2601,2001,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5711,5712,tt0300051,Jersey Girl,6.2,68570,2004,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5712,5713,tt0300140,Lilya 4-Ever,7.8,48126,2002,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5713,5714,tt0300214,Morvern Callar,6.7,10743,2002,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5714,5715,tt0300237,Naked,6.0,2317,2002,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5715,5716,tt0300270,The Holy Girl,6.7,4184,2004,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5716,5717,tt0300471,Shanghai Knights,6.2,110904,2003,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5717,5718,tt0300532,Blue Crush,5.7,32523,2002,Drama,Romance,Sport,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,9
5718,5719,tt0300556,Timeline,5.6,65018,2003,Action,Adventure,Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9
5719,5720,tt0300620,So Close,6.6,7907,2002,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
5720,5721,tt0300657,The Hexer,3.7,2297,2001,Adventure,Fantasy,,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5721,5722,tt0300902,Absolon,4.2,3267,2003,Action,Sci-Fi,Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9
5722,5723,tt0300922,All Babes Want to Kill Me,3.3,2384,2005,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5723,5724,tt0300957,Let the Women Wait,7.7,2631,1998,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5724,5725,tt0301050,Bolivia,7.3,1190,1999,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
5725,5726,tt0301082,Cardcaptor Sakura: The Movie,7.2,1765,1999,Adventure,Animation,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
