,index,tconst,primaryTitle,averageRating,numVotes,startYear,first,second,third,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Thriller,War,Western,groupe
19942,19944,tt21994906,Your Christmas or Mine?,6.4,6925,2022,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
19943,19945,tt2199543,Futuro Beach,6.3,3241,2014,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
19944,19946,tt2199571,Run All Night,6.6,113390,2015,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
19945,19947,tt2199711,Vishwaroopam,7.9,40718,2013,Action,Thriller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
19946,19948,tt21998526,Zwigato,6.8,5660,2022,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19947,19949,tt22000754,Paga Paga Paga,7.5,2057,2022,Comedy,Crime,Thriller,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
19948,19950,tt2200908,Rat Fever,7.1,1403,2011,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19949,19951,tt22010428,BTS: Permission to Dance on Stage - LA,8.5,5906,2022,Documentary,Music,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
19950,19952,tt22010586,Capturing the Killer Nurse,6.4,2931,2022,Crime,Documentary,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19951,19953,tt2201211,A Boy Called Sailboat,6.7,1498,2018,Comedy,Drama,Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19952,19954,tt2201221,Some Girl(S),4.6,3760,2013,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19953,19955,tt2201251,The Hot Flashes,5.1,2120,2013,Comedy,Sport,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
19954,19956,tt2201261,The Sky Is Everywhere,5.6,1703,2022,Drama,Music,Romance,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5
19955,19957,tt2201532,Guns for Hire,4.4,1209,2015,Comedy,Drama,Thriller,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
19956,19958,tt2201548,A Teacher,4.8,5297,2013,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
19957,19959,tt2202086,Ab Tak Chhappan 2,5.8,1503,2015,Action,Crime,Thriller,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
19958,19960,tt2202471,Love,6.5,1633,2012,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
19959,19961,tt2202569,Sorority Party Massacre,3.2,1021,2012,Comedy,Horror,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
19960,19962,tt2202607,Everybody in Our Family,7.4,1676,2012,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
19961,19963,tt22027654,Jaya Jaya Jaya Jaya Hey,7.7,4489,2022,Comedy,Drama,Family,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19962,19964,tt2203308,Aashiqui 2,7.0,31612,2013,Drama,Music,Musical,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3
19963,19965,tt22036922,Mr. King,4.8,2980,2023,Drama,Romance,Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5
19964,19966,tt22037066,Malikappuram,7.5,5361,2022,Action,Adventure,Drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19965,19967,tt2203939,The Other Woman,6.0,147152,2014,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
19966,19968,tt2204080,Wildlike,6.6,5300,2014,Adventure,Drama,Thriller,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
19967,19969,tt2204243,Baadshah,6.3,4750,2013,Action,Comedy,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19968,19970,tt22042742,Christmas Bloody Christmas,5.1,4599,2022,Horror,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5
19969,19971,tt2204340,The Four,5.7,2414,2012,Action,Crime,Fantasy,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19970,19972,tt2204371,SOMM,7.0,4916,2012,Documentary,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19971,19973,tt2204379,The Devil's Carnival,6.0,4561,2012,Horror,Musical,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6
19972,19974,tt2205401,Addicted,5.0,11894,2014,Drama,Romance,Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
19973,19975,tt22054798,Sakalagunabhi Rama,7.3,2047,2022,Drama,Family,Romance,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
19974,19976,tt2205697,Stuck in Love.,7.2,90812,2012,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
19975,19977,tt22058628,Born to Fly,6.0,2210,2023,Action,Drama,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19976,19978,tt2205904,Generation Iron,7.0,7988,2013,Documentary,Drama,Sport,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
19977,19979,tt2205948,Puella Magi Madoka Magica the Movie Part 1: Beginnings,7.6,1661,2012,Animation,Drama,Fantasy,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19978,19980,tt2207050,Bicycling with Molière,6.6,3109,2013,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19979,19981,tt2207072,Eyjafjallajökull,5.6,4270,2013,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19980,19982,tt22071864,Jumping from High Places,5.7,1072,2022,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
19981,19983,tt22072116,Bharateeyans,7.5,1009,2023,Action,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
19982,19984,tt2207484,Muck,2.7,2918,2015,Horror,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7
19983,19985,tt2208020,The Brain Man,6.4,1113,2013,Crime,Mystery,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
19984,19986,tt2208144,Move,6.6,1388,2012,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19985,19987,tt2208216,Vanishing Waves,6.0,2821,2012,Romance,Sci-Fi,Thriller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6
19986,19988,tt2208568,Montana,5.5,1539,2014,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
19987,19989,tt22086334,Dream Girl 2,6.0,6561,2023,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
19988,19990,tt22091698,Someone Borrowed,5.7,1572,2022,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
19989,19991,tt2209266,Oblawa,6.4,1336,2012,Drama,Thriller,War,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
19990,19992,tt2209300,Aftermath,7.3,4145,2012,Drama,Fantasy,Thriller,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6
19991,19993,tt2209386,You Are God,6.6,3088,2012,Biography,Drama,Music,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
19992,19994,tt2209400,Did You... Score?,5.7,2022,2012,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19993,19995,tt2209418,Before Midnight,7.9,168045,2013,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
19994,19996,tt2209764,Transcendence,6.2,236056,2014,Action,Drama,Sci-Fi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
19995,19997,tt2209792,The Encounter: Paradise Lost,5.7,1176,2012,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19996,19998,tt22099068,Code Name: Tiranga,3.3,2917,2022,Action,Drama,Thriller,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
19997,19999,tt2210425,1000 Congratulations,7.4,5068,2009,Comedy,Drama,Fantasy,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8
19998,20000,tt2210441,Bittersweet,8.0,7544,2010,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
19999,20001,tt2210463,Battle of the Damned,4.4,4084,2013,Action,Adventure,Horror,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
20000,20002,tt2210479,Berserk: The Golden Age Arc I - The Egg of the King,7.5,13789,2012,Action,Adventure,Animation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20001,20003,tt2210509,Bewildered Bolbol,6.4,2990,2010,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
20002,20004,tt2210581,Lembi 8 Giga,5.0,1182,2010,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20003,20005,tt2210769,Liza the Fox-Fairy,7.5,9457,2015,Comedy,Fantasy,Romance,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7
20004,20006,tt2210781,Lullaby,6.1,2809,2014,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20005,20007,tt2210834,Jimmy P: Psychotherapy of a Plains Indian,6.1,3054,2013,Biography,Drama,Thriller,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20006,20008,tt2211173,Yevadu,5.8,8061,2014,Action,Thriller,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20007,20009,tt2211174,Ammaa Ki Boli,6.7,1356,2021,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20008,20010,tt2212008,The Bag Man,5.2,16916,2014,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20009,20011,tt2213054,Kai Po Che,7.8,38170,2013,Drama,Sport,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
20010,20012,tt2214941,Daddy's Little Girl,5.7,1629,2014,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
20011,20013,tt2215077,Half of a Yellow Sun,6.1,2105,2013,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
20012,20014,tt2215151,Inequality for All,8.0,6970,2013,Documentary,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20013,20015,tt2215221,The Nun,6.5,1951,2013,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20014,20016,tt2215267,Little Thirteen,5.4,1054,2012,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
20015,20017,tt2215285,Madea's Witness Protection,4.9,11213,2012,Comedy,Crime,Drama,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20016,20018,tt2215395,Paulette,6.6,7496,2012,Comedy,Crime,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20017,20019,tt2215457,Run,4.6,1951,2013,Action,Romance,Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
20018,20020,tt2215477,RamLeela,6.4,21823,2013,Drama,Musical,Romance,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
20019,20021,tt2215537,We Are So Young,6.5,2415,2013,Biography,Drama,Music,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
20020,20022,tt2215673,The Timber,4.4,1530,2015,Action,Adventure,Drama,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20021,20023,tt2215719,Part of Me,5.9,13816,2012,Documentary,Music,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
20022,20024,tt2216212,The Amityville Asylum,2.6,1449,2013,Horror,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
20023,20025,tt2216240,A Hijacking,7.1,17237,2012,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
20024,20026,tt2216856,The Hidden Child,6.0,2091,2013,Crime,Thriller,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20025,20027,tt22169746,Ranasthali,8.4,1084,2022,Action,Drama,Mystery,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
20026,20028,tt2217458,Reaching for the Moon,7.0,3473,2013,Biography,Drama,History,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
20027,20029,tt2217859,Louder Than Bombs,6.6,13971,2015,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20028,20030,tt2217895,4 Minute Mile,6.2,3071,2014,Drama,Sport,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
20029,20031,tt2218003,Closed Circuit,6.2,23084,2013,Crime,Drama,Mystery,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
20030,20032,tt22184976,Minions & More 1,6.5,1761,2022,Adventure,Animation,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20031,20033,tt22185848,¡Que viva México!,5.5,2177,2023,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20032,20034,tt22188452,Haddi,6.3,4522,2023,Crime,Drama,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20033,20035,tt2218988,Ustad Hotel,8.2,15572,2012,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20034,20036,tt2219210,Crawl or Die,4.0,1734,2014,Action,Horror,Mystery,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20035,20037,tt2219214,The Toy Soldiers,5.4,1574,2014,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20036,20038,tt2219514,Fill the Void,6.7,3955,2012,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
20037,20039,tt2219650,Seymour: An Introduction,7.5,1132,2014,Biography,Documentary,Music,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
20038,20040,tt2220408,Vai que dá Certo,5.8,1410,2013,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20039,20041,tt2220642,Bad 25,7.9,2314,2012,Documentary,Music,,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6
20040,20042,tt22207772,GeetaSakshigaa,8.0,1771,2023,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20041,20043,tt22208468,Kutsal Damacana 4,2.8,1536,2023,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20042,20044,tt22208480,My Apologies,4.3,1244,2023,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20043,20045,tt2221648,Return to Nim's Island,4.9,1915,2013,Adventure,Family,Fantasy,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20044,20046,tt2222042,Love and Monsters,6.9,137803,2020,Action,Adventure,Comedy,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20045,20047,tt2222052,My Salinger Year,6.5,6271,2020,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20046,20048,tt2222206,Dear Mr. Watterson,6.3,1976,2013,Documentary,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20047,20049,tt2222394,We Are the Nobles,7.3,10333,2013,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20048,20050,tt2222550,1920: Evil Returns,4.9,2177,2012,Drama,Horror,Romance,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
20049,20051,tt22227936,Gorgeous,7.1,5418,2022,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20050,20052,tt2223990,Draft Day,6.8,64861,2014,Drama,Sport,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
20051,20053,tt2224004,Sweetwater,6.2,6335,2013,Thriller,Western,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
20052,20054,tt2224026,Home,6.5,109037,2015,Adventure,Animation,Comedy,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20053,20055,tt2224167,The Deal,7.0,2639,2012,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20054,20056,tt2224317,Robber,7.4,16532,2013,Drama,Romance,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
20055,20057,tt2224902,Saguni,4.8,1249,2012,Action,Comedy,Drama,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20056,20058,tt2226162,Hunter Hunter,6.4,12329,2020,Drama,Horror,Mystery,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20057,20059,tt2226283,Only Decent People,5.7,2718,2012,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20058,20060,tt2226285,Family Way,6.6,4312,2012,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
20059,20061,tt2226301,Big Love,5.2,1066,2012,Drama,Romance,Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6
20060,20062,tt2226321,Dark,3.5,2627,2015,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
20061,20063,tt2226347,El Farah,7.1,1524,2009,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
20062,20064,tt2226417,Insidious: Chapter 2,6.5,184371,2013,Horror,Mystery,Thriller,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3
20063,20065,tt2226437,The Orheim Company,7.0,1498,2012,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20064,20066,tt2226495,Not Safe for Work,5.8,4729,2014,Thriller,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20065,20067,tt2226519,Plush,5.2,4086,2013,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20066,20068,tt2226597,The Mountain Between Us,6.4,79299,2017,Drama,Thriller,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
20067,20069,tt2226666,Jism 2,3.1,3594,2012,Drama,Romance,Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6
20068,20070,tt2229377,Enter the Dangerous Mind,5.1,1126,2013,Thriller,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20069,20071,tt2229499,Don Jon,6.5,244807,2013,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
20070,20072,tt2229511,Wer,5.9,9366,2013,Action,Horror,Mystery,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3
20071,20073,tt22297570,4 Years,5.3,2823,2022,Romance,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
20072,20074,tt22297828,Chor Nikal Ke Bhaga,7.5,51353,2023,Crime,Drama,Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
20073,20075,tt2229842,Table No. 21,7.2,13682,2013,Adventure,Drama,Thriller,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20074,20076,tt2229848,Chashme Baddoor,5.4,5289,2013,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20075,20077,tt22302170,This Is Christmas,6.9,1621,2022,Comedy,Drama,Romance,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
20076,20078,tt2230358,Curse of Chucky,5.6,42410,2013,Horror,Thriller,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
20077,20079,tt2231138,Some Velvet Morning,5.8,2087,2013,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20078,20080,tt22311492,Nazar Andaaz,7.2,1587,2022,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
20079,20081,tt2231208,Rio 2096: A Story of Love and Fury,7.1,1872,2013,Action,Adventure,Animation,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20080,20082,tt2231251,Heart of the Country,5.7,1491,2013,Drama,Family,Romance,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
20081,20083,tt2231253,Wild Card,5.6,58675,2015,Action,Crime,Drama,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
20082,20084,tt2231461,Rampage,6.1,180184,2018,Action,Adventure,Sci-Fi,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20083,20085,tt2231489,Saint Seiya: Legend of Sanctuary,5.4,4610,2014,Action,Animation,Fantasy,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20084,20086,tt2231554,Grave Encounters 2,5.1,26701,2012,Horror,Mystery,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,6
20085,20087,tt2231630,Before the Winter Chill,6.2,2148,2013,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20086,20088,tt2231874,Every Breath You Take,5.3,6638,2021,Drama,Mystery,Thriller,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5
20087,20089,tt2232578,Canopy,4.9,1147,2013,Adventure,Drama,Thriller,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20088,20090,tt2233170,Sand Castles,6.1,1600,2014,Crime,Drama,Thriller,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
20089,20091,tt2233979,Welcome to Mercy,4.8,1003,2018,Drama,Horror,Mystery,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20090,20092,tt2234003,Calvary,7.4,63097,2014,Crime,Drama,Mystery,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
20091,20093,tt2234025,Coffee Town,6.5,5211,2013,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20092,20094,tt2234155,The Internship,6.3,212062,2013,Comedy,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
20093,20095,tt2234261,The Love Punch,5.7,15487,2013,Comedy,Romance,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
20094,20096,tt2234428,Nairobi Half Life,7.3,1034,2012,Drama,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
20095,20097,tt2234429,Sparks,4.7,5878,2013,Action,Sci-Fi,Thriller,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3
20096,20098,tt2234543,A Castle in Italy,5.7,1238,2013,Comedy,Drama,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
